ID,Emotion,Score
1,happy,0.0000
1,sad,0.1400
1,surprise,0.0100
1,neutral,0.5700
1,angry,0.2400
1,disgust,0.0000
1,fear,0.0300
1,happy,0.0000
1,sad,0.1400
1,surprise,0.0100
1,neutral,0.5700
1,angry,0.2400
1,disgust,0.0000
1,fear,0.0300
1,happy,0.0000
1,sad,0.1400
1,surprise,0.0100
1,neutral,0.5700
1,angry,0.2400
1,disgust,0.0000
1,fear,0.0300
1,happy,0.0000
1,sad,0.1400
1,surprise,0.0100
1,neutral,0.5700
1,angry,0.2400
1,disgust,0.0000
1,fear,0.0300
1,happy,0.0000
1,sad,0.1400
1,surprise,0.0100
1,neutral,0.5700
1,angry,0.3000
1,disgust,0.0000
1,fear,0.0500
1,happy,0.0000
1,sad,0.1000
1,surprise,0.1200
1,neutral,0.4200
1,angry,0.3000
1,disgust,0.0000
1,fear,0.0500
1,happy,0.0000
1,sad,0.1000
1,surprise,0.1200
1,neutral,0.4200
1,angry,0.3000
1,disgust,0.0000
1,fear,0.0500
1,happy,0.0000
1,sad,0.1000
1,surprise,0.1200
1,neutral,0.4200
1,angry,0.3000
1,disgust,0.0000
1,fear,0.0500
1,happy,0.0000
1,sad,0.1000
1,surprise,0.1200
1,neutral,0.4200
1,angry,0.3000
1,disgust,0.0000
1,fear,0.0500
1,happy,0.0000
1,sad,0.1000
1,surprise,0.1200
1,neutral,0.4200
1,angry,0.3000
1,disgust,0.0000
1,fear,0.0500
1,happy,0.0000
1,sad,0.1000
1,surprise,0.1200
1,neutral,0.4200
1,angry,0.3000
1,disgust,0.0000
1,fear,0.0500
1,happy,0.0000
1,sad,0.1000
1,surprise,0.1200
1,neutral,0.4200
1,angry,0.2800
1,disgust,0.0000
1,fear,0.0400
1,happy,0.0000
1,sad,0.1100
1,surprise,0.1500
1,neutral,0.4200
1,angry,0.2800
1,disgust,0.0000
1,fear,0.0400
1,happy,0.0000
1,sad,0.1100
1,surprise,0.1500
1,neutral,0.4200
1,angry,0.2800
1,disgust,0.0000
1,fear,0.0400
1,happy,0.0000
1,sad,0.1100
1,surprise,0.1500
1,neutral,0.4200
1,angry,0.2800
1,disgust,0.0000
1,fear,0.0400
1,happy,0.0000
1,sad,0.1100
1,surprise,0.1500
1,neutral,0.4200
1,angry,0.2800
1,disgust,0.0000
1,fear,0.0400
1,happy,0.0000
1,sad,0.1100
1,surprise,0.1500
1,neutral,0.4200
1,angry,0.2800
1,disgust,0.0000
1,fear,0.0400
1,happy,0.0000
1,sad,0.1100
1,surprise,0.1500
1,neutral,0.4200
1,angry,0.2800
1,disgust,0.0000
1,fear,0.0400
1,happy,0.0000
1,sad,0.1100
1,surprise,0.1500
1,neutral,0.4200
1,angry,0.1900
1,disgust,0.0000
1,fear,0.0500
1,happy,0.0000
1,sad,0.1500
1,surprise,0.0700
1,neutral,0.5400
1,angry,0.1900
1,disgust,0.0000
1,fear,0.0500
1,happy,0.0000
1,sad,0.1500
1,surprise,0.0700
1,neutral,0.5400
1,angry,0.1900
1,disgust,0.0000
1,fear,0.0500
1,happy,0.0000
1,sad,0.1500
1,surprise,0.0700
1,neutral,0.5400
1,angry,0.1900
1,disgust,0.0000
1,fear,0.0500
1,happy,0.0000
1,sad,0.1500
1,surprise,0.0700
1,neutral,0.5400
1,angry,0.1900
1,disgust,0.0000
1,fear,0.0500
1,happy,0.0000
1,sad,0.1500
1,surprise,0.0700
1,neutral,0.5400
1,angry,0.1900
1,disgust,0.0000
1,fear,0.0500
1,happy,0.0000
1,sad,0.1500
1,surprise,0.0700
1,neutral,0.5400
1,angry,0.1900
1,disgust,0.0000
1,fear,0.0500
1,happy,0.0000
1,sad,0.1500
1,surprise,0.0700
1,neutral,0.5400
1,angry,0.2300
1,disgust,0.0000
1,fear,0.0500
1,happy,0.0000
1,sad,0.0800
1,surprise,0.2800
1,neutral,0.3700
1,angry,0.2300
1,disgust,0.0000
1,fear,0.0500
1,happy,0.0000
1,sad,0.0800
1,surprise,0.2800
1,neutral,0.3700
1,angry,0.2300
1,disgust,0.0000
1,fear,0.0500
1,happy,0.0000
1,sad,0.0800
1,surprise,0.2800
1,neutral,0.3700
1,angry,0.2300
1,disgust,0.0000
1,fear,0.0500
1,happy,0.0000
1,sad,0.0800
1,surprise,0.2800
1,neutral,0.3700
1,angry,0.2300
1,disgust,0.0000
1,fear,0.0500
1,happy,0.0000
1,sad,0.0800
1,surprise,0.2800
1,neutral,0.3700
1,angry,0.2300
1,disgust,0.0000
1,fear,0.0500
1,happy,0.0000
1,sad,0.0800
1,surprise,0.2800
1,neutral,0.3700
1,angry,0.2300
1,disgust,0.0000
1,fear,0.0500
1,happy,0.0000
1,sad,0.0800
1,surprise,0.2800
1,neutral,0.3700
1,angry,0.2100
1,disgust,0.0000
1,fear,0.2500
1,happy,0.0000
1,sad,0.0600
1,surprise,0.3800
1,neutral,0.0900
1,angry,0.2100
1,disgust,0.0000
1,fear,0.2500
1,happy,0.0000
1,sad,0.0600
1,surprise,0.3800
1,neutral,0.0900
1,angry,0.2100
1,disgust,0.0000
1,fear,0.2500
1,happy,0.0000
1,sad,0.0600
1,surprise,0.3800
1,neutral,0.0900
1,angry,0.2100
1,disgust,0.0000
1,fear,0.2500
1,happy,0.0000
1,sad,0.0600
1,surprise,0.3800
1,neutral,0.0900
1,angry,0.2100
1,disgust,0.0000
1,fear,0.2500
1,happy,0.0000
1,sad,0.0600
1,surprise,0.3800
1,neutral,0.0900
1,angry,0.2100
1,disgust,0.0000
1,fear,0.2500
1,happy,0.0000
1,sad,0.0600
1,surprise,0.3800
1,neutral,0.0900
1,angry,0.2100
1,disgust,0.0000
1,fear,0.2500
1,happy,0.0000
1,sad,0.0600
1,surprise,0.3800
1,neutral,0.0900
1,angry,0.0600
1,disgust,0.0000
1,fear,0.5100
1,happy,0.0000
1,sad,0.1200
1,surprise,0.3000
1,neutral,0.0100
1,angry,0.0600
1,disgust,0.0000
1,fear,0.5100
1,happy,0.0000
1,sad,0.1200
1,surprise,0.3000
1,neutral,0.0100
1,angry,0.0600
1,disgust,0.0000
1,fear,0.5100
1,happy,0.0000
1,sad,0.1200
1,surprise,0.3000
1,neutral,0.0100
1,angry,0.0600
1,disgust,0.0000
1,fear,0.5100
1,happy,0.0000
1,sad,0.1200
1,surprise,0.3000
1,neutral,0.0100
1,angry,0.0600
1,disgust,0.0000
1,fear,0.5100
1,happy,0.0000
1,sad,0.1200
1,surprise,0.3000
1,neutral,0.0100
1,angry,0.0600
1,disgust,0.0000
1,fear,0.5100
1,happy,0.0000
1,sad,0.1200
1,surprise,0.3000
1,neutral,0.0100
1,angry,0.0600
1,disgust,0.0000
1,fear,0.5100
1,happy,0.0000
1,sad,0.1200
1,surprise,0.3000
1,neutral,0.0100
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0100
1,happy,0.9000
1,sad,0.0500
1,surprise,0.0300
1,neutral,0.0100
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0100
1,happy,0.9000
1,sad,0.0500
1,surprise,0.0300
1,neutral,0.0100
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0100
1,happy,0.9000
1,sad,0.0500
1,surprise,0.0300
1,neutral,0.0100
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0100
1,happy,0.9000
1,sad,0.0500
1,surprise,0.0300
1,neutral,0.0100
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0100
1,happy,0.9000
1,sad,0.0500
1,surprise,0.0300
1,neutral,0.0100
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0100
1,happy,0.9000
1,sad,0.0500
1,surprise,0.0300
1,neutral,0.0100
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0100
1,happy,0.9000
1,sad,0.0500
1,surprise,0.0300
1,neutral,0.0100
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9900
1,sad,0.0000
1,surprise,0.0100
1,neutral,0.0000
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9900
1,sad,0.0000
1,surprise,0.0100
1,neutral,0.0000
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9900
1,sad,0.0000
1,surprise,0.0100
1,neutral,0.0000
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9900
1,sad,0.0000
1,surprise,0.0100
1,neutral,0.0000
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9900
1,sad,0.0000
1,surprise,0.0100
1,neutral,0.0000
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9900
1,sad,0.0000
1,surprise,0.0100
1,neutral,0.0000
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9900
1,sad,0.0000
1,surprise,0.0100
1,neutral,0.0000
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9800
1,sad,0.0000
1,surprise,0.0100
1,neutral,0.0000
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9800
1,sad,0.0000
1,surprise,0.0100
1,neutral,0.0000
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9800
1,sad,0.0000
1,surprise,0.0100
1,neutral,0.0000
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9800
1,sad,0.0000
1,surprise,0.0100
1,neutral,0.0000
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9800
1,sad,0.0000
1,surprise,0.0100
1,neutral,0.0000
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9800
1,sad,0.0000
1,surprise,0.0100
1,neutral,0.0000
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9800
1,sad,0.0000
1,surprise,0.0100
1,neutral,0.0000
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0100
1,happy,0.9600
1,sad,0.0100
1,surprise,0.0200
1,neutral,0.0000
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0100
1,happy,0.9600
1,sad,0.0100
1,surprise,0.0200
1,neutral,0.0000
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0100
1,happy,0.9600
1,sad,0.0100
1,surprise,0.0200
1,neutral,0.0000
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0100
1,happy,0.9600
1,sad,0.0100
1,surprise,0.0200
1,neutral,0.0000
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0100
1,happy,0.9600
1,sad,0.0100
1,surprise,0.0200
1,neutral,0.0000
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0100
1,happy,0.9600
1,sad,0.0100
1,surprise,0.0200
1,neutral,0.0000
1,angry,0.0000
1,disgust,0.0000
1,fear,0.0100
1,happy,0.9600
1,sad,0.0100
1,surprise,0.0200
1,neutral,0.0000
1,angry,0.0100
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9700
1,sad,0.0100
1,surprise,0.0100
1,neutral,0.0000
1,angry,0.0100
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9700
1,sad,0.0100
1,surprise,0.0100
1,neutral,0.0000
1,angry,0.0100
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9700
1,sad,0.0100
1,surprise,0.0100
1,neutral,0.0000
1,angry,0.0100
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9700
1,sad,0.0100
1,surprise,0.0100
1,neutral,0.0000
1,angry,0.0100
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9700
1,sad,0.0100
1,surprise,0.0100
1,neutral,0.0000
1,angry,0.0100
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9700
1,sad,0.0100
1,surprise,0.0100
1,neutral,0.0000
1,angry,0.0100
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9700
1,sad,0.0100
1,surprise,0.0100
1,neutral,0.0000
1,angry,0.0300
1,disgust,0.0000
1,fear,0.0100
1,happy,0.9300
1,sad,0.0100
1,surprise,0.0300
1,neutral,0.0000
1,angry,0.0300
1,disgust,0.0000
1,fear,0.0100
1,happy,0.9300
1,sad,0.0100
1,surprise,0.0300
1,neutral,0.0000
1,angry,0.0300
1,disgust,0.0000
1,fear,0.0100
1,happy,0.9300
1,sad,0.0100
1,surprise,0.0300
1,neutral,0.0000
1,angry,0.0300
1,disgust,0.0000
1,fear,0.0100
1,happy,0.9300
1,sad,0.0100
1,surprise,0.0300
1,neutral,0.0000
1,angry,0.0300
1,disgust,0.0000
1,fear,0.0100
1,happy,0.9300
1,sad,0.0100
1,surprise,0.0300
1,neutral,0.0000
1,angry,0.0300
1,disgust,0.0000
1,fear,0.0100
1,happy,0.9300
1,sad,0.0100
1,surprise,0.0300
1,neutral,0.0000
1,angry,0.0300
1,disgust,0.0000
1,fear,0.0100
1,happy,0.9300
1,sad,0.0100
1,surprise,0.0300
1,neutral,0.0000
1,angry,0.0600
1,disgust,0.0000
1,fear,0.0200
1,happy,0.7400
1,sad,0.1300
1,surprise,0.0500
1,neutral,0.0000
1,angry,0.0600
1,disgust,0.0000
1,fear,0.0200
1,happy,0.7400
1,sad,0.1300
1,surprise,0.0500
1,neutral,0.0000
1,angry,0.0600
1,disgust,0.0000
1,fear,0.0200
1,happy,0.7400
1,sad,0.1300
1,surprise,0.0500
1,neutral,0.0000
1,angry,0.0600
1,disgust,0.0000
1,fear,0.0200
1,happy,0.7400
1,sad,0.1300
1,surprise,0.0500
1,neutral,0.0000
1,angry,0.0600
1,disgust,0.0000
1,fear,0.0200
1,happy,0.7400
1,sad,0.1300
1,surprise,0.0500
1,neutral,0.0000
1,angry,0.0600
1,disgust,0.0000
1,fear,0.0200
1,happy,0.7400
1,sad,0.1300
1,surprise,0.0500
1,neutral,0.0000
1,angry,0.0600
1,disgust,0.0000
1,fear,0.0200
1,happy,0.7400
1,sad,0.1300
1,surprise,0.0500
1,neutral,0.0000
1,angry,0.0100
1,disgust,0.0000
1,fear,0.0000
1,happy,0.8900
1,sad,0.0100
1,surprise,0.0700
1,neutral,0.0100
1,angry,0.0100
1,disgust,0.0000
1,fear,0.0000
1,happy,0.8900
1,sad,0.0100
1,surprise,0.0700
1,neutral,0.0100
1,angry,0.0100
1,disgust,0.0000
1,fear,0.0000
1,happy,0.8900
1,sad,0.0100
1,surprise,0.0700
1,neutral,0.0100
1,angry,0.0100
1,disgust,0.0000
1,fear,0.0000
1,happy,0.8900
1,sad,0.0100
1,surprise,0.0700
1,neutral,0.0100
1,angry,0.0100
1,disgust,0.0000
1,fear,0.0000
1,happy,0.8900
1,sad,0.0100
1,surprise,0.0700
1,neutral,0.0100
1,angry,0.0100
1,disgust,0.0000
1,fear,0.0000
1,happy,0.8900
1,sad,0.0100
1,surprise,0.0700
1,neutral,0.0100
1,angry,0.0100
1,disgust,0.0000
1,fear,0.0000
1,happy,0.8900
1,sad,0.0100
1,surprise,0.0700
1,neutral,0.0100
1,angry,0.0100
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9300
1,sad,0.0400
1,surprise,0.0100
1,neutral,0.0100
1,angry,0.0100
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9300
1,sad,0.0400
1,surprise,0.0100
1,neutral,0.0100
1,angry,0.0100
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9300
1,sad,0.0400
1,surprise,0.0100
1,neutral,0.0100
1,angry,0.0100
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9300
1,sad,0.0400
1,surprise,0.0100
1,neutral,0.0100
1,angry,0.0100
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9300
1,sad,0.0400
1,surprise,0.0100
1,neutral,0.0100
1,angry,0.0100
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9300
1,sad,0.0400
1,surprise,0.0100
1,neutral,0.0100
1,angry,0.0100
1,disgust,0.0000
1,fear,0.0000
1,happy,0.9300
1,sad,0.0400
1,surprise,0.0100
1,neutral,0.0100
1,angry,0.2700
1,disgust,0.0000
1,fear,0.3600
1,happy,0.0000
1,sad,0.2200
1,surprise,0.0400
1,neutral,0.1100
1,angry,0.2700
1,disgust,0.0000
1,fear,0.3600
1,happy,0.0000
1,sad,0.2200
1,surprise,0.0400
1,neutral,0.1100
1,angry,0.2700
1,disgust,0.0000
1,fear,0.3600
1,happy,0.0000
1,sad,0.2200
1,surprise,0.0400
1,neutral,0.1100
1,angry,0.2700
1,disgust,0.0000
1,fear,0.3600
1,happy,0.0000
1,sad,0.2200
1,surprise,0.0400
1,neutral,0.1100
1,angry,0.2700
1,disgust,0.0000
1,fear,0.3600
1,happy,0.0000
1,sad,0.2200
1,surprise,0.0400
1,neutral,0.1100
1,angry,0.2700
1,disgust,0.0000
1,fear,0.3600
1,happy,0.0000
1,sad,0.2200
1,surprise,0.0400
1,neutral,0.1100
1,angry,0.2700
1,disgust,0.0000
1,fear,0.3600
1,happy,0.0000
1,sad,0.2200
1,surprise,0.0400
1,neutral,0.1100
1,angry,0.0800
1,disgust,0.0000
1,fear,0.1300
1,happy,0.0000
1,sad,0.0700
1,surprise,0.0200
1,neutral,0.7000
1,angry,0.0800
1,disgust,0.0000
1,fear,0.1300
1,happy,0.0000
1,sad,0.0700
1,surprise,0.0200
1,neutral,0.7000
1,angry,0.0800
1,disgust,0.0000
1,fear,0.1300
1,happy,0.0000
1,sad,0.0700
1,surprise,0.0200
1,neutral,0.7000
1,angry,0.0800
1,disgust,0.0000
1,fear,0.1300
1,happy,0.0000
1,sad,0.0700
1,surprise,0.0200
1,neutral,0.7000
1,angry,0.0800
1,disgust,0.0000
1,fear,0.1300
1,happy,0.0000
1,sad,0.0700
1,surprise,0.0200
1,neutral,0.7000
1,angry,0.0800
1,disgust,0.0000
1,fear,0.1300
1,happy,0.0000
1,sad,0.0700
1,surprise,0.0200
1,neutral,0.7000
1,angry,0.0800
1,disgust,0.0000
1,fear,0.1300
1,happy,0.0000
1,sad,0.0700
1,surprise,0.0200
1,neutral,0.7000
1,angry,0.0700
1,disgust,0.0100
1,fear,0.2000
1,happy,0.0000
1,sad,0.1400
1,surprise,0.0000
1,neutral,0.5900
1,angry,0.0700
1,disgust,0.0100
1,fear,0.2000
1,happy,0.0000
1,sad,0.1400
1,surprise,0.0000
1,neutral,0.5900
1,angry,0.0700
1,disgust,0.0100
1,fear,0.2000
1,happy,0.0000
1,sad,0.1400
1,surprise,0.0000
1,neutral,0.5900
1,angry,0.0700
1,disgust,0.0100
1,fear,0.2000
1,happy,0.0000
1,sad,0.1400
1,surprise,0.0000
1,neutral,0.5900
1,angry,0.0700
1,disgust,0.0100
1,fear,0.2000
1,happy,0.0000
1,sad,0.1400
1,surprise,0.0000
1,neutral,0.5900
1,angry,0.0700
1,disgust,0.0100
1,fear,0.2000
1,happy,0.0000
1,sad,0.1400
1,surprise,0.0000
1,neutral,0.5900
1,angry,0.0700
1,disgust,0.0100
1,fear,0.2000
1,happy,0.0000
1,sad,0.1400
1,surprise,0.0000
1,neutral,0.5900
1,angry,0.2300
1,disgust,0.0000
1,fear,0.1900
1,happy,0.0000
1,sad,0.1800
1,surprise,0.0000
1,neutral,0.4100
1,angry,0.2300
1,disgust,0.0000
1,fear,0.1900
1,happy,0.0000
1,sad,0.1800
1,surprise,0.0000
1,neutral,0.4100
1,angry,0.2300
1,disgust,0.0000
1,fear,0.1900
1,happy,0.0000
1,sad,0.1800
1,surprise,0.0000
1,neutral,0.4100
1,angry,0.2300
1,disgust,0.0000
1,fear,0.1900
1,happy,0.0000
1,sad,0.1800
1,surprise,0.0000
1,neutral,0.4100
1,angry,0.2300
1,disgust,0.0000
1,fear,0.1900
1,happy,0.0000
1,sad,0.1800
1,surprise,0.0000
1,neutral,0.4100
1,angry,0.2300
1,disgust,0.0000
1,fear,0.1900
1,happy,0.0000
1,sad,0.1800
1,surprise,0.0000
1,neutral,0.4100
1,angry,0.2300
1,disgust,0.0000
1,fear,0.1900
1,happy,0.0000
1,sad,0.1800
1,surprise,0.0000
1,neutral,0.4100
1,angry,0.2400
1,disgust,0.0100
1,fear,0.0400
1,happy,0.3400
1,sad,0.1000
1,surprise,0.0100
1,neutral,0.2500
1,angry,0.2400
1,disgust,0.0100
1,fear,0.0400
1,happy,0.3400
1,sad,0.1000
1,surprise,0.0100
1,neutral,0.2500
1,angry,0.2400
1,disgust,0.0100
1,fear,0.0400
1,happy,0.3400
1,sad,0.1000
1,surprise,0.0100
1,neutral,0.2500
1,angry,0.2400
1,disgust,0.0100
1,fear,0.0400
1,happy,0.3400
1,sad,0.1000
1,surprise,0.0100
1,neutral,0.2500
1,angry,0.2400
1,disgust,0.0100
1,fear,0.0400
1,happy,0.3400
1,sad,0.1000
1,surprise,0.0100
1,neutral,0.2500
1,angry,0.2400
1,disgust,0.0100
1,fear,0.0400
1,happy,0.3400
1,sad,0.1000
1,surprise,0.0100
1,neutral,0.2500
1,angry,0.2400
1,disgust,0.0100
1,fear,0.0400
1,happy,0.3400
1,sad,0.1000
1,surprise,0.0100
1,neutral,0.2500
1,angry,0.1000
1,disgust,0.0100
1,fear,0.0200
1,happy,0.0000
1,sad,0.1700
1,surprise,0.0000
1,neutral,0.7000
1,angry,0.1000
1,disgust,0.0100
1,fear,0.0200
1,happy,0.0000
1,sad,0.1700
1,surprise,0.0000
1,neutral,0.7000
1,angry,0.1000
1,disgust,0.0100
1,fear,0.0200
1,happy,0.0000
1,sad,0.1700
1,surprise,0.0000
1,neutral,0.7000
1,angry,0.1000
1,disgust,0.0100
1,fear,0.0200
1,happy,0.0000
1,sad,0.1700
1,surprise,0.0000
1,neutral,0.7000
1,angry,0.1000
1,disgust,0.0100
1,fear,0.0200
1,happy,0.0000
1,sad,0.1700
1,surprise,0.0000
1,neutral,0.7000
1,angry,0.1000
1,disgust,0.0100
1,fear,0.0200
1,happy,0.0000
1,sad,0.1700
1,surprise,0.0000
1,neutral,0.7000
1,angry,0.1000
1,disgust,0.0100
1,fear,0.0200
1,happy,0.0000
1,sad,0.1700
1,surprise,0.0000
1,neutral,0.7000
1,angry,0.1100
1,disgust,0.0000
1,fear,0.1300
1,happy,0.0200
1,sad,0.1600
1,surprise,0.0000
1,neutral,0.5800
1,angry,0.1100
1,disgust,0.0000
1,fear,0.1300
1,happy,0.0200
1,sad,0.1600
1,surprise,0.0000
1,neutral,0.5800
1,angry,0.1100
1,disgust,0.0000
1,fear,0.1300
1,happy,0.0200
1,sad,0.1600
1,surprise,0.0000
1,neutral,0.5800
1,angry,0.1100
1,disgust,0.0000
1,fear,0.1300
1,happy,0.0200
1,sad,0.1600
1,surprise,0.0000
1,neutral,0.5800
1,angry,0.1100
1,disgust,0.0000
1,fear,0.1300
1,happy,0.0200
1,sad,0.1600
1,surprise,0.0000
1,neutral,0.5800
1,angry,0.1100
1,disgust,0.0000
1,fear,0.1300
1,happy,0.0200
1,sad,0.1600
1,surprise,0.0000
1,neutral,0.5800
1,angry,0.1100
1,disgust,0.0000
1,fear,0.1300
1,happy,0.0200
1,sad,0.1600
1,surprise,0.0000
1,neutral,0.5800
1,angry,0.1600
1,disgust,0.0100
1,fear,0.1500
1,happy,0.0000
1,sad,0.3100
1,surprise,0.0000
1,neutral,0.3700
1,angry,0.1600
1,disgust,0.0100
1,fear,0.1500
1,happy,0.0000
1,sad,0.3100
1,surprise,0.0000
1,neutral,0.3700
1,angry,0.1600
1,disgust,0.0100
1,fear,0.1500
1,happy,0.0000
1,sad,0.3100
1,surprise,0.0000
1,neutral,0.3700
1,angry,0.1600
1,disgust,0.0100
1,fear,0.1500
1,happy,0.0000
1,sad,0.3100
1,surprise,0.0000
1,neutral,0.3700
1,angry,0.1600
1,disgust,0.0100
1,fear,0.1500
1,happy,0.0000
1,sad,0.3100
1,surprise,0.0000
1,neutral,0.3700
1,angry,0.1600
1,disgust,0.0100
1,fear,0.1500
1,happy,0.0000
1,sad,0.3100
1,surprise,0.0000
1,neutral,0.3700
1,angry,0.1600
1,disgust,0.0100
1,fear,0.1500
1,happy,0.0000
1,sad,0.3100
1,surprise,0.0000
1,neutral,0.3700
1,angry,0.0700
1,disgust,0.0000
1,fear,0.0600
1,happy,0.0000
1,sad,0.1000
1,surprise,0.0000
1,neutral,0.7700
1,angry,0.0700
1,disgust,0.0000
1,fear,0.0600
1,happy,0.0000
1,sad,0.1000
1,surprise,0.0000
1,neutral,0.7700
1,angry,0.0700
1,disgust,0.0000
1,fear,0.0600
1,happy,0.0000
1,sad,0.1000
1,surprise,0.0000
1,neutral,0.7700
1,angry,0.0700
1,disgust,0.0000
1,fear,0.0600
1,happy,0.0000
1,sad,0.1000
1,surprise,0.0000
1,neutral,0.7700
1,angry,0.0700
1,disgust,0.0000
1,fear,0.0600
1,happy,0.0000
1,sad,0.1000
1,surprise,0.0000
1,neutral,0.7700
1,angry,0.0700
1,disgust,0.0000
1,fear,0.0600
1,happy,0.0000
1,sad,0.1000
1,surprise,0.0000
1,neutral,0.7700
1,angry,0.0700
1,disgust,0.0000
1,fear,0.0600
1,happy,0.0000
1,sad,0.1000
1,surprise,0.0000
1,neutral,0.7700
1,angry,0.1600
1,disgust,0.0100
1,fear,0.1300
1,happy,0.0000
1,sad,0.2200
1,surprise,0.0000
1,neutral,0.4700
1,angry,0.1600
1,disgust,0.0100
1,fear,0.1300
1,happy,0.0000
1,sad,0.2200
1,surprise,0.0000
1,neutral,0.4700
1,angry,0.1600
1,disgust,0.0100
1,fear,0.1300
1,happy,0.0000
1,sad,0.2200
1,surprise,0.0000
1,neutral,0.4700
1,angry,0.1600
1,disgust,0.0100
1,fear,0.1300
1,happy,0.0000
1,sad,0.2200
1,surprise,0.0000
1,neutral,0.4700
1,angry,0.1600
1,disgust,0.0100
1,fear,0.1300
1,happy,0.0000
1,sad,0.2200
1,surprise,0.0000
1,neutral,0.4700
1,angry,0.1600
1,disgust,0.0100
1,fear,0.1300
1,happy,0.0000
1,sad,0.2200
1,surprise,0.0000
1,neutral,0.4700
1,angry,0.1600
1,disgust,0.0100
1,fear,0.1300
1,happy,0.0000
1,sad,0.2200
1,surprise,0.0000
1,neutral,0.4700
10,angry,0.0200
10,disgust,0.0000
10,fear,0.0300
10,happy,0.0100
10,sad,0.3200
10,surprise,0.0200
10,neutral,0.6000
10,angry,0.0200
10,disgust,0.0000
10,fear,0.0300
10,happy,0.0100
10,sad,0.3200
10,surprise,0.0200
10,neutral,0.6000
10,angry,0.0200
10,disgust,0.0000
10,fear,0.0300
10,happy,0.0100
10,sad,0.3200
10,surprise,0.0200
10,neutral,0.6000
10,angry,0.0200
10,disgust,0.0000
10,fear,0.0300
10,happy,0.0100
10,sad,0.3200
10,surprise,0.0200
10,neutral,0.6000
10,angry,0.0200
10,disgust,0.0000
10,fear,0.0300
10,happy,0.0100
10,sad,0.3200
10,surprise,0.0200
10,neutral,0.6000
10,angry,0.0200
10,disgust,0.0000
10,fear,0.0300
10,happy,0.0100
10,sad,0.3200
10,surprise,0.0200
10,neutral,0.6000
10,angry,0.0200
10,disgust,0.0000
10,fear,0.0300
10,happy,0.0100
10,sad,0.3200
10,surprise,0.0200
10,neutral,0.6000
10,angry,0.0600
10,disgust,0.0000
10,fear,0.0800
10,happy,0.0100
10,sad,0.4700
10,surprise,0.0000
10,neutral,0.3800
10,angry,0.0600
10,disgust,0.0000
10,fear,0.0800
10,happy,0.0100
10,sad,0.4700
10,surprise,0.0000
10,neutral,0.3800
10,angry,0.0600
10,disgust,0.0000
10,fear,0.0800
10,happy,0.0100
10,sad,0.4700
10,surprise,0.0000
10,neutral,0.3800
10,angry,0.0600
10,disgust,0.0000
10,fear,0.0800
10,happy,0.0100
10,sad,0.4700
10,surprise,0.0000
10,neutral,0.3800
10,angry,0.0600
10,disgust,0.0000
10,fear,0.0800
10,happy,0.0100
10,sad,0.4700
10,surprise,0.0000
10,neutral,0.3800
